30405133963156,65182790
30405232881305,65116609
30405249626895,710421
30405278989471,11048540
30405295702627,660079
30405330451845,876419
30405470412979,755387
30405486917358,797212
30405491537628,5360462
30405503166294,658383
30405572784914,825938
30405606122557,725363
30405673958988,764305
30405707338829,894266
30405739817675,623187
30405772826599,888741
30405806299002,822749
30405838944043,742204
30405879514526,603407
30405921737869,817229
30405974996645,829915
30406058980003,84761712
30406083320816,8283280
30406170035957,1105366
30406213119002,651801
30406216637873,4143013
30406216991743,4531589
30406233103922,782371
30406249494396,476381
30406267232154,880129
30406283105756,617042
30406299430247,781852
30406400273403,1129679
30406461278899,31417296
30406508922678,79129719
30406526255688,1082223
30406546388027,1082233
30406903317500,862688
30407271918914,335702500
30407414702045,125966597
30407557757049,127062042
30407606978590,752525
30407657046424,18649228
30407658120917,663117
30407675260118,607743
30407694890164,3392798
30407712275308,928648
30407729965033,1124953
30407972996921,921946
30408137321796,130471933
30408173510310,1196244
30408495069854,133007762
30408513390601,1169130
30408792651956,766591
30408903419199,111468222
30408935303954,830153
30408998242457,663939
30409025507127,976728
30409060937264,862996
30409458007727,930308
30409493769253,1166349
30409555511591,26275346
30409590928608,769167
30409625666266,1190752
30409789212313,164676227
30409820677825,763864
30409944854974,92450838
30410095329274,115704682
30410128863495,886203
30410161708793,729095
30410207038923,13416311
30410216349596,22767793
30410259434291,1024268
30410415172438,156702549
30410621590968,190364133
30411163222346,508556051
30411181686359,731715
30411283778803,912298
30412153462933,936715
30412185697856,736145
30412219535724,1155271
30412261400670,7659847
30412358550645,104698630
30412389411633,863047
30412427005097,756288
30412462946547,616785
30412495442724,829723
30412527999348,814353
30412561019336,894678
30412594198927,857327
30412627449700,782125
30412660280082,777464
30412761555373,101952310
30413292564063,510794835
30413336639754,857069
30413890599559,514665339
30413935451873,27101520
30414182688455,209537014
30414234458184,741492
30414267216903,1114651
30414294368811,28124112
30414314927806,13892598
30414332228876,638202
30414350201446,676821
30414367533187,686179
30414386821180,650961
30414409462650,1044913
30414432037183,23574757
30414449409773,1038569
30414470784491,757467
30414520413573,934756
30414565973181,768634
30414869285217,810935
30415217776654,62935898
30415358569988,203776240
30415390982477,1012406
30415858533400,468465743
30416006075756,129376981
30416368978009,345713490
30416405902142,1142372
30416552601601,127286492
30417731185871,708989
30417763541784,655646
30417796004201,590588
30418079573190,284058239
30418097197411,907394
30418200654085,104261353
30418210507382,114186036
30418270281874,25601696
30418315321517,779328
30418332548464,683843
30418357608757,25694697
30418375200047,737982
30419143395435,734395014
30419273178494,842615
30419328173608,55648955
30419361412473,756604
30419397355415,976261
30419497599044,65918459
30419557615085,804504
30419591902723,795927
30419624980265,743061
30419804169939,860285
30419820557000,713170
30419836736414,704658
30419855964511,3505072
30419872044713,546193
30419888297226,685372
30419904450063,706193
30419921184614,984811
30420088168911,791916
30420122703285,720916
30420159471856,765425
30420188586922,29837679
30420205522173,937152
30420257327620,52680451
30420338921810,64565386
30420768442932,65319836
30420865552260,852137
30421074239445,173926376
30421257686300,65367392
30421318561437,694704
30421367676170,15093290
30421574068090,173759521
30421809959779,194136641
30421869909571,254102027
30421873801386,257993616
30421887943979,1130516
30421905296441,574305
30422095553711,173526401
30422258142531,788039
30422303672510,11066462
30422531443761,840813
30422564758433,830195
30422657572186,847173
30422689682987,32893585
30422692886526,36142467
30422710389913,678004
30422940454846,185421356
30422978404055,3623957
30423141242142,166389151
30423159218006,851498
30423176360207,585710
30423555868421,329710547
30423844247821,891777
30424248274329,404812809
30424279015258,842237
30425272570930,1163474
30425695502451,424009259
30425743544935,720807
30426059404224,102021614
30426188534135,112522972
30426223894712,849201
30426623800860,365807350
30426646847511,388887104
30426815365916,955476
30426993646630,775435
30427046478293,19110270
30427095682482,836885
30427126491704,860690
30427131387689,505470
30427142845344,526065
30427402082073,761940
30427731049869,304167526
30427804158434,1214871
30427884492803,50106784
30427913728054,904012
30428481178419,230273339
30428553042092,302135886
30428570533661,1134945
30428765867617,94568206
30428829531594,46603367
30428905389117,740104
30429116440110,211736371
30429137638499,828905
30429171280981,668343
30429201256840,1045498
30429547293513,346995836
30429602591911,1031660
30429636441955,643928
30429682813990,46952585
30429699930389,1103107
30429732523830,841216
30429775361181,944510
30429810734631,3784249
30429845799353,3389890
30430083291080,109972376
30430114964837,782888
30430640969498,197035980
30431006548157,104575920
30431328465223,426509330
30431623739657,267901002
30431656860544,867506
30431781500212,744834
30431809354801,28561373
30432020978319,906055
30432120302511,100209073
30432514162746,912832
30432645701142,132390507
30432666267246,3574962
30432702876648,1009331
30432737642081,1210243
30432755123427,631503
30432792029494,692398
30432958852618,167437547
30433385888321,253800005
30433423803330,754289
30433465972832,730206
30433467537180,2263499
30434064696742,536420815
30434112259193,761831
30434842963666,315099820
30434892214466,876302
30435535809068,609863616
30435610826374,684889907
30435628083052,794252
30436100038185,440193832
30436180008201,520162868
30436581592597,383250616
30436897046189,808176
30436929823315,688492
30436967580384,895409
30437585205646,1086092
30438318750013,701581542
30439390894531,1018604016
30439810308146,379076780
30439844445076,874603
30440592517726,974915
30440604071220,12282107
30440753865865,971389
30441080957756,261680770
30441934149575,345300968
30442033279639,66351782
30442346803811,379911821
30442720169464,357205367
30442752407839,746524
30442786721929,849786
30442834222163,3673761
30442841265142,10424445
30442877256683,892827
30443199816390,323396808
30443232731592,829181
30443516036500,248676505
30443942852232,891779
30444007740425,987941
30444142335898,135480529
30444182407020,931511
30444203782520,22273220
30444215785434,835240
30444854386141,787515
30444935689206,876996
30445895858609,880740
30445914159353,19132872
30446174904418,244821969
30446215758931,3690634
30446250312868,687255
30446273492526,23756285
30446307334472,800530
30446342479033,1097582
30446378856931,742078
30446471966933,93794482
30446499042834,994223
30446518710950,657143
30446541602699,594843
30446560659270,728395
30446603511261,791795
30446784962452,867522
30446785883670,1557029
30446818231608,722030
30447263484110,395652115
30447318947837,451138480
30447335784907,786128
30447429439563,61680559
30448025680933,107336586
30448058720491,726995
30448090825337,810118
30448750905034,628575734
30448932540579,810196323
30448966063782,892294
30449042197260,76934877
30449072849017,901765
30449253722656,181709702
30449270695247,728786
30449358819071,850464
30449650224234,1137010
30449683051689,846319
30449716303342,940786
30449749325799,823711
30449827403255,46022270
30450621567941,248517257
30450655928340,649263
30450669925597,14615222
30450687765099,709928
30450708116953,3720380
30451172209701,814025
30451332255770,846738
30452088882169,887149
30452244515849,123241314
30452323319012,3748963
30452577376965,776443
30452634360096,57719677
30452781145988,130539113
30452801749997,785034
30453660259307,377311900
30453768324746,91133001
30453793460480,663046
30453852304379,816858
30454126392734,778303
30454572617659,804805
30454650653170,46147711
30454660805242,56310142
30454727017733,701428
30454775915445,1523835
30454957005285,182554638
30454981618166,1050868
30455149351772,168718003
30455177440847,5769016
30455194418193,22872692
30455250321237,698305
30455268777947,577411
30455314421526,750860
30455472665610,774121
30455621483349,149505753
30455638704545,860390
30455673064808,989813
30455887321091,957474
30455941628048,787987
30456016840415,928877
30456054083662,1193111
30456093251616,40303655
30456267170229,878394
30456958270515,791712
30457174728901,184350203
30457191604850,656921
30457215892190,24912694
30457281554566,56774313
30457340892743,39001963
30457499356540,197521612
30457700618384,185261744
30457717670860,875383
30457749045277,32204869
30457752441877,1136658
30457769624859,1236439
30458128326080,342140718
30458274563660,129386069
30458352433002,732402
30458385481588,704307
30459086625390,126860704
30459104466610,741156
30459351480891,1000256
30459537595435,150251016
30459571295506,734030
30459948986814,345660786
30459965942968,703460
30460040724331,3712665
30460637379850,392109771
30460804344303,559267685
